"totalrent";"livingspace";"balcony";"yearconstructed";"haskitchen";"floor";"interiorqual"
2761;153;"ja";2014;"ja";0;4
2178;135;"ja";1900;"ja";0;3
1137;83;"ja";1972;"nein";2;3
966;55;"ja";1985;"ja";2;3
1569;120;"ja";2019;"nein";1;3
880;54;"ja";1972;"ja";0;3
453;42;"ja";1958;"nein";3;2
1040;90;"ja";1967;"nein";1;2
1443;106;"ja";1972;"ja";3;3
846;67;"nein";1970;"nein";4;2
1036;73;"ja";2008;"nein";3;2
980;73;"ja";1911;"ja";0;2
636;45;"ja";1954;"nein";2;2
802;69;"ja";1961;"nein";1;2
1224;87;"ja";2019;"nein";1;3
678;74;"ja";1954;"nein";3;2
1033;75;"ja";1959;"nein";4;3
799;82;"nein";1972;"ja";1;2
1308;89;"nein";2018;"nein";2;3
1009;84;"ja";1972;"nein";5;3
1850;109;"nein";1972;"nein";3;3
4073;189;"ja";2016;"ja";6;4
710;57;"ja";1964;"nein";0;2
1044;67;"ja";2013;"nein";2;3
897;34;"ja";1972;"ja";4;3
1535;96;"ja";1958;"nein";2;3
1173;39;"ja";2020;"ja";0;3
778;59;"nein";1935;"ja";2;2
1054;62;"nein";1959;"ja";1;2
897;77;"ja";1969;"nein";1;2
1178;80;"ja";2005;"nein";1;3
1477;119;"ja";1956;"nein";2;3
1162;73;"ja";1975;"ja";4;3
1371;73;"ja";2017;"ja";0;4
1051;107;"ja";1958;"nein";1;2
2171;163;"ja";1984;"ja";0;3
853;57;"ja";1907;"nein";2;2
1553;126;"ja";1910;"ja";4;3
901;75;"ja";1995;"ja";3;3
1083;82;"ja";2005;"nein";1;3
904;55;"nein";1920;"ja";4;2
656;53;"ja";1959;"nein";4;2
621;57;"nein";1960;"nein";2;2
1737;94;"nein";2014;"nein";0;3
1417;93;"ja";2016;"ja";3;3
1401;96;"ja";1957;"ja";4;2
618;36;"nein";1975;"ja";1;3
1207;70;"ja";1953;"ja";4;2
504;33;"nein";1903;"nein";0;2
800;63;"ja";1912;"nein";3;2
826;26;"nein";2020;"ja";0;3
1327;135;"ja";1910;"ja";4;3
834;67;"ja";1980;"nein";1;1
1163;104;"ja";1958;"nein";1;2
1492;98;"ja";1936;"nein";1;2
1045;78;"ja";2000;"ja";3;3
1074;70;"ja";2020;"nein";0;3
669;71;"ja";1967;"nein";3;2
845;69;"ja";1973;"nein";1;3
316;16;"nein";1950;"nein";0;1
971;55;"ja";2019;"nein";1;4
1376;84;"ja";1955;"nein";4;3
862;65;"ja";1960;"nein";4;3
566;55;"nein";1914;"ja";3;2
888;62;"ja";1972;"nein";4;2
1079;97;"ja";1985;"ja";1;2
567;50;"ja";1972;"ja";3;2
2973;191;"ja";1908;"nein";2;3
561;35;"ja";1972;"nein";1;2
633;42;"ja";1955;"nein";0;2
1093;82;"ja";1910;"ja";3;3
590;50;"ja";1972;"ja";3;2
850;90;"ja";1925;"nein";2;2
1277;105;"ja";1972;"nein";1;3
739;61;"nein";1972;"nein";5;2
1146;82;"ja";2005;"nein";1;3
984;90;"ja";1981;"nein";4;2
765;56;"ja";1907;"nein";2;2
948;58;"ja";1985;"ja";2;3
1058;78;"ja";2018;"nein";6;3
1183;79;"ja";1967;"nein";1;2
931;70;"ja";1961;"nein";1;2
661;45;"ja";1940;"nein";0;2
1989;65;"ja";2017;"ja";2;3
1290;112;"ja";1936;"nein";1;2
648;49;"ja";1954;"nein";0;2
994;70;"nein";1936;"ja";3;2
1273;87;"ja";1972;"nein";1;3
1600;89;"ja";2017;"nein";1;3
602;38;"ja";1955;"ja";1;2
1458;86;"ja";2014;"ja";0;4
806;24;"nein";2020;"ja";0;3
845;56;"nein";1950;"nein";4;2
489;42;"ja";1958;"nein";3;2
1266;90;"nein";2018;"nein";2;3
1549;97;"ja";1965;"nein";2;3
1116;94;"ja";1971;"nein";1;3
567;29;"nein";1961;"ja";1;2
1084;58;"ja";2019;"nein";1;4
1279;46;"nein";2018;"ja";0;3
1615;105;"ja";2012;"nein";4;3
1400;85;"ja";2002;"ja";0;3
1326;110;"ja";1952;"nein";1;2
1659;91;"ja";1972;"nein";4;3
654;83;"nein";1972;"nein";0;2
1586;155;"ja";1972;"nein";1;2
1802;133;"ja";2009;"nein";1;3
913;59;"ja";1999;"nein";5;3
945;58;"ja";2020;"nein";1;3
1766;95;"nein";2015;"ja";0;3
1702;119;"ja";2015;"nein";0;3
556;57;"nein";1914;"ja";3;2
1250;92;"ja";1965;"nein";2;3
571;47;"nein";1983;"nein";1;2
552;39;"ja";1972;"nein";6;3
1647;123;"ja";1980;"ja";0;2
1118;61;"nein";1959;"ja";1;2
1037;69;"ja";1972;"nein";3;3
943;73;"ja";1959;"nein";1;3
651;55;"ja";1959;"nein";4;2
1003;80;"nein";1972;"nein";2;2
838;67;"nein";1970;"nein";4;2
1228;95;"ja";1914;"ja";3;3
865;67;"nein";1970;"nein";4;2
971;72;"nein";1972;"nein";2;2
504;36;"nein";1957;"nein";1;3
1356;92;"ja";2016;"ja";3;3
1434;97;"ja";1910;"nein";2;3
568;41;"ja";1955;"ja";1;2
2169;164;"ja";1972;"ja";3;3
1280;64;"ja";2015;"nein";0;3
2487;199;"ja";1989;"nein";1;4
1630;98;"ja";1956;"nein";3;3
540;53;"ja";1972;"ja";1;2
938;70;"ja";1954;"nein";5;3
1786;110;"ja";2009;"nein";0;3
829;50;"ja";1999;"ja";3;3
827;79;"nein";1953;"nein";6;2
1756;105;"ja";2019;"ja";0;3
1035;31;"ja";1972;"ja";4;3
546;48;"ja";1954;"nein";1;2
1012;72;"ja";1954;"nein";3;2
771;60;"ja";1976;"ja";3;3
1065;73;"nein";1936;"ja";3;2
641;57;"ja";1966;"nein";2;2
1229;76;"ja";1955;"nein";4;3
970;78;"ja";2018;"nein";3;3
933;76;"ja";1961;"nein";1;2
1059;59;"ja";2019;"nein";1;4
2809;201;"ja";1989;"nein";1;4
603;52;"nein";1909;"nein";2;3
747;59;"nein";1935;"ja";2;2
1800;105;"ja";2009;"nein";0;3
3344;119;"ja";2018;"ja";3;4
1479;92;"ja";1972;"nein";6;3
1134;88;"ja";1985;"ja";1;2
1757;118;"ja";1907;"ja";3;3
792;55;"ja";1984;"ja";6;3
1789;123;"ja";2014;"ja";2;3
514;46;"nein";1972;"ja";1;2
1485;81;"ja";2011;"ja";1;3
1410;84;"ja";2005;"nein";3;3
2200;135;"ja";2019;"nein";1;3
881;69;"nein";1955;"nein";1;2
1102;73;"nein";1955;"nein";1;3
875;60;"nein";1972;"nein";5;3
722;69;"ja";1969;"nein";6;2
1293;74;"ja";2017;"ja";0;4
2683;128;"ja";2005;"nein";0;3
2197;158;"ja";1972;"ja";3;3
1108;63;"ja";2020;"nein";1;3
1123;77;"ja";1954;"nein";5;2
1003;55;"ja";1985;"ja";2;3
743;53;"ja";1983;"ja";3;2
631;54;"nein";1909;"nein";2;3
924;86;"ja";1962;"nein";1;2
985;70;"ja";1972;"nein";3;3
768;74;"nein";1954;"nein";4;2
606;35;"nein";1975;"ja";1;3
2943;197;"ja";1908;"nein";2;3
1099;70;"nein";1936;"ja";3;2
2902;214;"ja";1989;"nein";1;4
930;75;"ja";1961;"nein";1;2
1139;76;"ja";2002;"ja";0;3
628;49;"nein";1965;"nein";4;2
1235;77;"ja";1955;"nein";1;3
1147;79;"ja";1910;"ja";3;3
582;47;"ja";1970;"nein";3;3
1594;123;"nein";1990;"nein";1;2
1257;69;"ja";2019;"nein";5;3
2162;166;"ja";1984;"ja";0;3
521;42;"nein";1983;"nein";1;2
497;52;"nein";1914;"ja";3;2
509;38;"ja";1972;"nein";6;3
1346;88;"ja";1929;"nein";5;3
1329;99;"ja";1959;"nein";4;2
621;58;"ja";1966;"nein";2;2
1073;69;"ja";2020;"nein";0;3
600;35;"nein";1963;"ja";6;3
444;24;"nein";1907;"ja";2;3
565;57;"nein";1909;"nein";2;3
714;56;"ja";1983;"ja";3;2
1757;93;"nein";2015;"nein";0;3
446;23;"nein";1907;"ja";2;3
739;58;"ja";1954;"ja";2;3
1587;109;"ja";1905;"ja";1;3
1734;101;"ja";2019;"nein";2;3
755;58;"ja";1972;"nein";0;2
1121;67;"ja";1972;"ja";3;3
893;68;"ja";1961;"nein";1;2
916;47;"nein";2018;"ja";1;3
1804;94;"ja";1972;"nein";6;3
756;65;"nein";1972;"nein";1;2
1357;106;"ja";1965;"ja";1;3
1506;93;"ja";1965;"nein";2;3
1240;70;"nein";1955;"nein";1;3
1167;88;"ja";1910;"ja";3;3
549;23;"nein";1963;"ja";5;3
1478;64;"ja";1972;"ja";0;2
907;75;"ja";1992;"ja";2;3
1231;55;"ja";1950;"ja";1;3
1281;64;"ja";2015;"nein";0;3
914;75;"ja";1954;"nein";3;2
1629;94;"ja";2012;"nein";4;3
1367;87;"ja";1957;"ja";4;2
1587;96;"ja";2017;"nein";1;3
702;54;"nein";1968;"nein";2;2
1051;98;"ja";1963;"nein";0;2
1522;66;"ja";1961;"ja";7;3
590;49;"ja";1954;"nein";1;2
523;36;"ja";1972;"nein";6;3
1275;105;"ja";1972;"ja";3;3
1859;132;"ja";1999;"ja";3;3
1066;102;"nein";1996;"nein";4;2
2933;189;"ja";1908;"nein";2;3
954;64;"ja";2017;"ja";4;3
1079;77;"ja";2000;"ja";3;3
739;33;"ja";1972;"ja";4;3
899;69;"nein";1955;"nein";1;2
1029;70;"ja";1989;"ja";2;3
679;55;"nein";1968;"nein";2;2
1029;64;"ja";2020;"nein";1;3
979;81;"ja";1969;"nein";0;2
1254;79;"ja";2002;"ja";0;3
688;60;"nein";1960;"nein";2;2
1402;112;"ja";1956;"nein";2;3
509;21;"nein";1957;"ja";5;3
757;69;"ja";1972;"nein";3;3
1871;115;"ja";1904;"nein";4;3
643;36;"ja";1959;"ja";4;2
1700;87;"ja";1955;"nein";3;4
1029;68;"ja";1959;"nein";1;3
807;47;"ja";2012;"ja";4;3
1911;135;"ja";1900;"ja";0;3
812;61;"ja";1976;"ja";3;3
831;52;"ja";1972;"ja";0;3
1566;111;"ja";1930;"ja";0;3
796;67;"ja";1971;"nein";10;3
1188;88;"ja";1963;"nein";1;3
1168;73;"ja";2019;"nein";5;3
1045;64;"nein";1903;"nein";1;3
1070;59;"ja";2019;"nein";1;4
1044;75;"ja";1911;"ja";0;2
575;53;"ja";1954;"nein";1;2
1130;101;"ja";1963;"nein";0;2
903;69;"ja";1972;"ja";0;3
1146;63;"ja";2018;"ja";1;3
646;43;"ja";1940;"nein";0;2
1292;82;"ja";2014;"ja";0;4
1071;78;"nein";1972;"ja";2;3
1273;92;"ja";1971;"nein";1;3
751;69;"ja";1967;"nein";3;2
1031;50;"ja";1900;"ja";0;4
854;66;"ja";1972;"nein";3;2
1484;101;"ja";1910;"nein";2;3
990;64;"nein";1955;"nein";1;2
1682;129;"ja";1959;"ja";0;2
1076;75;"ja";1981;"nein";1;2
806;44;"ja";2018;"nein";2;3
636;24;"nein";2020;"ja";0;3
1402;112;"ja";2018;"nein";1;3
503;34;"nein";1957;"nein";1;3
1833;107;"ja";2019;"nein";2;3
1353;106;"ja";1957;"ja";3;2
607;35;"nein";1963;"ja";6;3
1004;84;"nein";1972;"nein";2;2
1040;76;"ja";2000;"ja";3;3
587;51;"nein";1986;"nein";2;2
1431;123;"nein";1972;"nein";0;2
2106;135;"ja";2019;"nein";1;3
1547;129;"nein";1972;"nein";0;2
1133;69;"ja";2019;"nein";5;3
1650;95;"ja";1955;"nein";3;4
1337;74;"ja";2003;"nein";1;3
3323;178;"ja";1908;"nein";2;3
1135;62;"ja";1972;"ja";0;3
771;52;"ja";1899;"ja";0;3
2600;129;"ja";1972;"nein";5;3
1338;83;"ja";1963;"nein";1;3
1960;136;"ja";2019;"nein";1;3
1271;82;"nein";2018;"nein";2;3
1265;83;"ja";2013;"nein";1;3
1902;97;"nein";2014;"nein";0;3
1023;71;"ja";1959;"nein";1;3
574;39;"ja";1972;"nein";6;3
941;43;"nein";2018;"ja";1;3
1004;70;"ja";1994;"nein";2;3
497;34;"nein";1903;"nein";0;2
1011;68;"ja";2013;"nein";2;3
324;18;"nein";1950;"nein";0;1
1517;111;"ja";2012;"nein";4;3
1108;109;"ja";1949;"ja";3;2
780;70;"ja";1976;"nein";4;3
1316;136;"nein";1972;"nein";4;2
1170;102;"ja";1983;"ja";2;3
2048;112;"nein";1972;"nein";3;3
1575;99;"ja";2018;"nein";4;3
961;78;"ja";1912;"ja";4;3
1145;64;"nein";1959;"ja";1;2
2111;113;"ja";2019;"nein";2;3
764;69;"ja";1967;"nein";3;2
572;38;"ja";1972;"nein";1;2
3463;264;"ja";1951;"nein";2;3
1459;64;"ja";1972;"ja";0;2
982;56;"nein";1959;"nein";5;3
2054;104;"ja";2012;"nein";0;3
1662;114;"ja";1930;"ja";0;3
512;46;"nein";1972;"ja";1;2
1390;109;"ja";1957;"ja";3;2
1946;137;"ja";1958;"ja";1;3
1007;103;"ja";1981;"nein";4;2
1342;42;"ja";1984;"ja";2;3
1290;84;"ja";1958;"ja";2;3
1439;112;"ja";1907;"ja";1;3
1155;64;"ja";2020;"nein";1;3
1453;122;"ja";2019;"nein";1;3
980;72;"ja";2008;"nein";3;2
1420;141;"ja";1910;"ja";4;3
683;53;"ja";1983;"ja";3;2
951;63;"nein";1972;"nein";5;3
989;84;"ja";1959;"nein";4;3
990;79;"ja";1912;"ja";4;3
2634;115;"ja";2005;"nein";0;3
604;48;"nein";1960;"nein";1;3
527;43;"nein";1972;"ja";1;2
1022;31;"ja";1972;"ja";4;3
642;49;"ja";1954;"nein";0;2
1139;69;"nein";1955;"nein";1;3
1118;83;"ja";1910;"ja";3;3
1215;124;"nein";1972;"nein";4;2
870;86;"nein";1903;"nein";2;2
1181;126;"nein";1972;"nein";4;2
572;42;"nein";1972;"nein";4;2
1286;87;"ja";1965;"nein";2;3
536;21;"nein";1957;"ja";5;3
593;50;"nein";1986;"nein";2;2
607;45;"nein";1960;"nein";5;3
570;37;"ja";1972;"nein";6;3
1051;74;"ja";1955;"nein";3;3
1353;96;"ja";1965;"nein";2;3
1028;72;"nein";1936;"ja";3;2
1306;85;"ja";2005;"nein";3;3
1400;96;"ja";2005;"nein";3;3
1328;77;"ja";2003;"nein";1;3
1000;72;"ja";1955;"nein";3;3
854;73;"ja";1956;"nein";3;2
1601;129;"ja";1980;"ja";0;2
1155;63;"ja";2016;"ja";1;4
1099;108;"ja";1949;"ja";3;2
845;76;"ja";1972;"nein";4;3
1210;42;"ja";1984;"ja";2;3
754;52;"nein";1919;"ja";3;2
823;54;"ja";1996;"ja";1;3
1081;60;"ja";2013;"nein";2;3
1191;98;"ja";1971;"nein";1;3
1690;103;"ja";2010;"nein";0;3
627;26;"nein";1960;"nein";1;3
1869;112;"ja";2017;"ja";1;4
850;66;"ja";1915;"nein";2;2
705;52;"nein";1965;"nein";4;2
934;84;"ja";1969;"nein";3;2
760;52;"nein";1919;"ja";3;2
3164;188;"ja";1908;"nein";2;3
1068;81;"ja";2003;"nein";5;2
1605;101;"ja";1907;"ja";1;3
1005;72;"ja";1972;"nein";3;2
1092;95;"ja";1983;"ja";2;3
1008;72;"ja";1972;"nein";3;3
1039;76;"ja";1911;"ja";0;2
1236;96;"ja";1971;"nein";1;3
810;65;"ja";1992;"ja";2;3
1205;94;"ja";1971;"nein";1;3
1013;53;"nein";1930;"ja";3;3
693;64;"nein";1938;"nein";4;2
812;62;"ja";1912;"nein";3;2
985;87;"ja";1957;"nein";1;3
1375;97;"ja";1910;"nein";2;3
1845;125;"ja";2009;"nein";1;3
955;79;"ja";1995;"ja";3;3
591;45;"ja";1954;"nein";2;2
1784;114;"ja";1958;"nein";2;3
907;69;"ja";1954;"nein";3;2
486;42;"ja";1958;"nein";3;2
1670;107;"ja";1904;"nein";4;3
532;40;"nein";1938;"ja";3;2
1028;80;"ja";2005;"nein";1;3
2223;95;"nein";1987;"nein";1;4
997;70;"ja";1994;"nein";2;3
986;71;"nein";1955;"nein";1;2
1032;55;"nein";1959;"nein";5;3
784;30;"nein";1959;"nein";4;3
968;81;"nein";1972;"ja";2;3
853;50;"ja";2012;"ja";4;3
1344;136;"ja";1995;"ja";3;3
1528;116;"ja";1904;"nein";4;3
1321;100;"nein";1930;"ja";3;2
1527;84;"ja";2011;"ja";1;3
1505;113;"ja";1957;"ja";3;2
968;73;"ja";1994;"nein";2;3
813;67;"nein";1972;"nein";5;2
1024;75;"ja";1979;"nein";2;3
2175;124;"ja";1900;"ja";0;3
1397;104;"ja";1904;"nein";4;3
1236;83;"ja";1955;"nein";4;3
887;83;"ja";1962;"nein";1;2
1081;80;"ja";1997;"nein";4;2
866;71;"ja";1978;"nein";1;3
705;77;"ja";1954;"nein";3;2
1732;100;"ja";2019;"nein";2;3
1217;84;"ja";1972;"nein";1;3
1376;84;"nein";2018;"nein";2;3
962;65;"nein";1972;"nein";2;2
784;62;"ja";1912;"nein";3;2
793;74;"nein";1954;"nein";4;2
1075;73;"ja";1954;"nein";5;3
691;53;"ja";1954;"ja";2;3
1536;74;"ja";1961;"ja";7;3
754;71;"ja";1971;"nein";10;3
1253;77;"ja";1955;"nein";1;3
1040;64;"ja";2018;"ja";1;3
863;75;"ja";1965;"nein";1;2
1119;71;"ja";1955;"nein";3;3
1447;95;"ja";2017;"nein";1;3
2749;186;"ja";1908;"nein";2;3
2266;120;"ja";1972;"nein";5;3
633;53;"ja";1969;"nein";0;2
1393;86;"ja";2005;"nein";3;3
1029;80;"nein";1953;"nein";6;2
1948;132;"ja";1958;"ja";1;3
828;58;"ja";1972;"ja";0;3
932;89;"ja";1981;"nein";0;2
724;49;"nein";1890;"ja";0;3
634;58;"nein";1921;"nein";1;3
3943;182;"ja";2016;"ja";6;4
1822;121;"ja";2014;"ja";2;3
1305;104;"ja";1952;"nein";1;2
1085;87;"ja";2004;"ja";2;3
734;22;"ja";2018;"ja";2;3
904;63;"ja";1994;"nein";2;3
474;40;"ja";1958;"nein";3;2
490;26;"nein";1972;"ja";0;2
1395;129;"nein";1990;"nein";1;2
534;32;"ja";1972;"ja";3;2
1362;97;"ja";1965;"nein";2;3
888;55;"nein";1920;"ja";4;2
1263;64;"nein";1956;"ja";4;3
1690;98;"ja";1972;"nein";6;3
1083;50;"ja";2019;"nein";1;4
1357;42;"ja";2020;"ja";0;3
1092;94;"ja";1992;"nein";1;3
606;41;"ja";1955;"ja";1;2
1167;79;"ja";1955;"nein";1;3
1363;88;"ja";1972;"nein";1;3
2035;146;"ja";1992;"ja";2;3
934;76;"ja";1968;"ja";3;4
939;73;"ja";1955;"nein";3;3
594;49;"ja";1954;"nein";1;2
1522;82;"ja";1936;"ja";2;3
1109;80;"ja";2003;"nein";5;2
1321;91;"nein";2018;"nein";2;3
1335;78;"ja";1955;"nein";4;3
790;79;"ja";1972;"nein";4;3
1768;138;"ja";1959;"ja";0;2
564;52;"ja";1954;"nein";1;2
1495;100;"ja";2018;"nein";4;3
1521;124;"nein";1990;"nein";1;2
1823;94;"nein";2014;"nein";0;3
1793;138;"ja";1959;"ja";0;2
494;31;"nein";1903;"nein";0;2
813;64;"nein";1935;"ja";2;2
953;76;"ja";1950;"ja";2;3
1382;87;"ja";1965;"nein";2;3
1638;114;"ja";2019;"nein";1;3
1369;91;"ja";1958;"nein";2;3
497;26;"nein";1972;"ja";0;2
1045;84;"ja";1963;"nein";0;2
1968;126;"ja";1958;"ja";1;3
1537;101;"ja";2019;"ja";0;3
412;39;"ja";1958;"nein";3;2
649;49;"nein";1960;"nein";1;3
983;79;"ja";1900;"nein";2;3
946;67;"nein";1955;"nein";1;2
719;68;"ja";1954;"nein";3;1
1529;109;"ja";1907;"ja";1;3
689;30;"ja";1972;"ja";4;3
681;91;"nein";1972;"nein";0;2
1041;90;"ja";1983;"ja";2;3
624;52;"nein";1909;"nein";2;3
1088;62;"ja";2017;"ja";4;3
1662;102;"ja";2019;"ja";0;3
1187;88;"ja";1975;"nein";7;3
1290;97;"ja";1972;"nein";1;3
889;59;"ja";1907;"nein";2;2
1556;97;"nein";2015;"nein";0;3
863;65;"ja";1994;"nein";2;3
660;55;"nein";1960;"nein";1;3
950;71;"ja";1972;"nein";3;2
475;41;"ja";1958;"nein";3;2
1725;156;"ja";1972;"nein";1;2
694;57;"ja";1964;"nein";0;2
846;49;"ja";2018;"ja";0;3
1103;75;"ja";2002;"ja";0;3
657;49;"nein";1965;"nein";4;2
674;44;"ja";1940;"nein";0;2
983;87;"ja";1969;"nein";0;2
872;66;"ja";1976;"nein";4;3
1774;105;"ja";2010;"nein";0;3
1030;73;"ja";1955;"nein";3;3
1085;91;"ja";1988;"nein";5;3
799;63;"ja";1972;"nein";4;2
906;54;"ja";1996;"ja";1;3
896;67;"nein";1954;"nein";4;2
1074;104;"ja";1958;"nein";1;2
1771;114;"ja";2014;"ja";2;3
824;65;"nein";1972;"nein";5;2
1247;95;"ja";1914;"ja";3;3
1055;87;"ja";2004;"ja";2;3
1119;88;"ja";1957;"nein";1;3
1560;84;"ja";2020;"nein";5;3
1476;101;"ja";1972;"ja";3;3
1377;99;"ja";1972;"ja";3;3
1303;75;"ja";2015;"nein";0;3
704;64;"nein";1972;"nein";1;2
1402;96;"ja";1965;"nein";2;3
2852;188;"ja";1908;"nein";2;3
1358;137;"ja";1910;"ja";4;3
777;56;"ja";1983;"ja";3;2
2308;128;"ja";2015;"ja";0;3
653;61;"ja";1964;"nein";1;2
607;58;"ja";1966;"nein";2;2
1289;92;"nein";2018;"nein";2;3
1092;59;"ja";1972;"ja";0;3
1617;134;"nein";1972;"nein";0;2
973;78;"nein";1953;"nein";6;2
870;82;"nein";1903;"nein";2;2
1076;90;"ja";1929;"ja";4;3
988;72;"ja";1954;"nein";3;2
1062;84;"ja";1910;"ja";3;3
1191;101;"ja";1972;"nein";1;3
600;41;"ja";1970;"nein";3;3
907;75;"nein";1953;"nein";6;2
1153;88;"ja";1988;"nein";5;3
448;40;"ja";1958;"nein";3;2
739;29;"nein";1959;"nein";4;3
1209;58;"ja";2019;"nein";1;4
815;66;"ja";1912;"nein";3;2
1634;90;"ja";1958;"nein";2;3
2140;151;"ja";1992;"ja";2;3
1536;97;"ja";1956;"nein";3;3
674;58;"ja";1972;"nein";0;2
740;93;"nein";1903;"nein";2;2
1033;59;"nein";1972;"nein";2;3
1708;88;"ja";1972;"nein";6;3
1323;76;"ja";1955;"nein";4;3
2970;153;"ja";2014;"ja";0;4
2025;120;"ja";2014;"ja";2;3
884;82;"ja";1962;"nein";1;2
471;33;"nein";1903;"nein";0;2
982;77;"ja";2018;"nein";6;3
589;42;"ja";1955;"ja";1;2
892;81;"ja";1962;"nein";1;2
413;27;"nein";1993;"ja";3;2
1080;78;"ja";1963;"nein";1;3
799;60;"ja";1972;"nein";0;2
1386;106;"ja";1972;"nein";3;2
587;56;"ja";1972;"ja";1;2
1149;90;"ja";1972;"nein";2;3
1673;120;"ja";2019;"nein";1;3
1482;87;"ja";1958;"nein";2;3
512;40;"nein";1963;"nein";0;2
2590;156;"ja";1972;"nein";11;2
1009;69;"ja";1954;"nein";3;2
1237;99;"ja";1992;"nein";1;3
338;18;"nein";1950;"nein";0;1
1493;110;"ja";1972;"nein";3;3
713;54;"ja";1899;"ja";0;3
834;68;"ja";1972;"nein";3;2
562;47;"ja";1954;"nein";2;2
1753;115;"ja";2009;"nein";0;3
1355;100;"nein";2016;"nein";3;3
485;40;"ja";1972;"nein";6;3
1777;128;"ja";1980;"ja";0;2
1222;89;"ja";2019;"nein";1;3
1517;100;"ja";1972;"nein";3;3
1097;78;"ja";1997;"nein";4;2
1502;90;"ja";1965;"nein";2;3
2023;132;"ja";1900;"ja";0;3
751;51;"ja";1907;"nein";2;2
690;57;"ja";1999;"nein";5;3
1060;88;"ja";1959;"nein";4;3
503;35;"ja";1972;"ja";3;2
914;72;"ja";1969;"nein";6;2
1190;62;"ja";2016;"ja";1;4
854;67;"ja";1915;"nein";2;2
611;60;"ja";1972;"ja";1;2
525;34;"ja";1972;"nein";1;2
2360;108;"ja";2016;"ja";5;3
1642;134;"ja";1907;"ja";3;3
1419;125;"ja";1980;"ja";0;2
2638;147;"ja";1972;"nein";11;2
984;57;"ja";2019;"nein";1;4
1715;100;"ja";2012;"nein";0;3
654;37;"ja";1972;"nein";6;3
775;49;"ja";1999;"ja";3;3
829;52;"ja";1999;"ja";3;3
781;67;"nein";1972;"nein";5;2
1184;96;"ja";1984;"nein";1;2
1171;80;"ja";2004;"ja";2;3
1914;122;"ja";2017;"ja";1;4
560;58;"ja";1972;"ja";1;2
1542;88;"ja";1972;"nein";6;3
896;79;"ja";1956;"nein";1;2
1806;96;"nein";2015;"ja";0;3
1614;88;"ja";1972;"nein";6;3
1505;91;"ja";2017;"nein";1;3
698;55;"ja";1964;"nein";1;2
840;82;"ja";1956;"nein";1;2
1193;97;"ja";1984;"nein";1;2
1852;128;"ja";1999;"ja";3;3
805;31;"ja";1972;"ja";4;3
933;72;"nein";1955;"nein";1;2
952;59;"ja";1960;"nein";4;3
1804;107;"ja";2009;"nein";0;3
801;66;"ja";1992;"ja";2;3
3511;198;"ja";2016;"ja";6;4
1202;70;"ja";2020;"nein";0;3
1147;65;"ja";2019;"nein";5;3
901;66;"ja";1955;"ja";4;2
998;56;"ja";1985;"ja";2;3
2295;125;"ja";2015;"ja";0;3
937;74;"ja";1956;"nein";1;2
1398;94;"ja";1965;"nein";2;3
856;78;"nein";1953;"nein";6;2
831;68;"ja";1972;"nein";3;2
1752;118;"ja";2018;"ja";5;3
922;76;"ja";2000;"ja";3;3
821;46;"ja";2012;"ja";4;3
1383;85;"ja";1936;"nein";3;3
1087;79;"ja";2005;"nein";1;3
677;61;"nein";1960;"nein";1;3
1173;71;"ja";1972;"nein";3;3
1658;113;"ja";2009;"nein";0;3
1188;62;"nein";1959;"ja";1;2
1134;71;"nein";1936;"ja";3;2
1194;57;"nein";1959;"ja";1;2
602;34;"ja";1972;"nein";1;2
1000;62;"ja";1960;"ja";4;4
1206;77;"nein";2013;"nein";2;4
734;62;"ja";1935;"nein";4;2
343;18;"nein";1950;"nein";0;1
1480;97;"ja";1957;"ja";4;2
1296;94;"ja";1992;"nein";1;3
1717;94;"ja";2019;"nein";2;3
1338;70;"ja";2015;"nein";0;3
777;65;"ja";1976;"nein";4;3
1132;84;"ja";2012;"nein";0;3
511;22;"nein";1957;"ja";5;3
853;72;"ja";1969;"nein";6;2
800;57;"ja";1907;"nein";2;2
577;40;"ja";1972;"nein";6;3
908;73;"ja";1972;"nein";3;3
533;33;"nein";1972;"ja";4;2
1150;97;"ja";1914;"ja";3;3
956;64;"ja";2013;"nein";2;3
1049;66;"ja";1950;"ja";4;3
934;59;"ja";2017;"ja";4;3
1051;85;"ja";1997;"nein";4;2
1077;65;"ja";2017;"ja";4;3
527;32;"ja";1972;"nein";1;2
925;64;"ja";1994;"nein";2;3
750;58;"ja";1972;"nein";0;2
1101;52;"ja";1950;"ja";1;3
1353;115;"ja";1904;"nein";4;3
1508;115;"ja";2019;"ja";0;3
552;34;"ja";1972;"ja";3;2
595;42;"ja";1970;"nein";3;3
1190;98;"ja";1949;"ja";3;2
1120;114;"ja";1958;"nein";1;2
2151;145;"ja";1992;"ja";2;3
1485;80;"ja";2020;"nein";5;3
1951;106;"nein";1972;"nein";3;3
1529;160;"ja";1972;"nein";1;2
732;66;"nein";1951;"nein";0;3
765;66;"ja";1970;"nein";0;3
1092;75;"ja";2000;"ja";3;3
1294;92;"nein";2018;"nein";2;3
1031;81;"nein";1972;"nein";2;2
1045;88;"ja";1983;"ja";2;3
711;43;"ja";1940;"nein";0;2
933;67;"ja";1972;"ja";0;3
1620;122;"ja";1999;"ja";3;3
2092;146;"ja";1992;"ja";2;3
1273;93;"ja";1972;"nein";1;3
